invoiceno,invoicedate,customerid
537636,2010-12-07 15:20:00,16950
537637,2010-12-07 15:22:00,-1
537638,2010-12-07 15:28:00,-1
537639,2010-12-07 15:29:00,-1
537640,2010-12-07 15:31:00,-1
537641,2010-12-07 15:32:00,-1
537642,2010-12-07 15:33:00,-1
537643,2010-12-07 15:34:00,-1
537645,2010-12-07 15:34:00,-1
C537644,2010-12-07 15:34:00,-1
537646,2010-12-07 15:39:00,17591
C537647,2010-12-07 15:41:00,-1
537648,2010-12-07 15:48:00,12839
537649,2010-12-07 15:48:00,13807
537650,2010-12-07 15:48:00,16125
C537651,2010-12-07 15:49:00,-1
C537652,2010-12-07 15:51:00,-1
537653,2010-12-07 15:54:00,17897
537654,2010-12-07 15:59:00,-1
537655,2010-12-07 16:20:00,15081
C537656,2010-12-07 16:21:00,15100
537657,2010-12-07 16:42:00,18102
537658,2010-12-07 16:43:00,18102
537659,2010-12-07 16:43:00,18102
537664,2010-12-07 17:05:00,15024
537665,2010-12-07 17:19:00,16365
537666,2010-12-07 18:36:00,-1
537667,2010-12-08 08:12:00,17870
537668,2010-12-08 08:43:00,14821
537669,2010-12-08 08:58:00,16863
537670,2010-12-08 09:07:00,13078
537671,2010-12-08 09:20:00,13267
537672,2010-12-08 09:30:00,13050
537673,2010-12-08 09:49:00,12709
537674,2010-12-08 09:51:00,15628
537675,2010-12-08 09:53:00,-1
537676,2010-12-08 09:53:00,12386
C537677,2010-12-08 09:55:00,14796
537678,2010-12-08 09:56:00,16779
537679,2010-12-08 10:05:00,-1
537680,2010-12-08 10:11:00,13599
537681,2010-12-08 10:11:00,13329
537682,2010-12-08 10:13:00,13599
537683,2010-12-08 10:14:00,12921
C537684,2010-12-08 10:18:00,14901
537685,2010-12-08 10:21:00,18077
537686,2010-12-08 10:21:00,14744
537687,2010-12-08 10:26:00,-1
537688,2010-12-08 10:35:00,17406
537689,2010-12-08 10:36:00,15750
537690,2010-12-08 10:38:00,13983
537691,2010-12-08 10:39:00,13842
537692,2010-12-08 10:40:00,14796
537693,2010-12-08 10:45:00,12441
537694,2010-12-08 10:46:00,14901
537698,2010-12-08 10:51:00,13199
537700,2010-12-08 10:51:00,18229
537707,2010-12-08 10:53:00,14032
537738,2010-12-08 11:02:00,17706
537743,2010-12-08 11:02:00,17706
C537746,2010-12-08 11:03:00,15021
537751,2010-12-08 11:04:00,17706
537754,2010-12-08 11:16:00,16081
537755,2010-12-08 11:31:00,16525
C537756,2010-12-08 11:33:00,14952
537757,2010-12-08 11:38:00,17975
537758,2010-12-08 11:41:00,16122
537759,2010-12-08 11:42:00,13126
537760,2010-12-08 11:42:00,15973
537761,2010-12-08 11:43:00,13126
537762,2010-12-08 12:01:00,16558
C537763,2010-12-08 12:03:00,16713
537764,2010-12-08 12:06:00,16893
537765,2010-12-08 12:08:00,14606
537766,2010-12-08 12:08:00,17677
537767,2010-12-08 12:09:00,15100
537768,2010-12-08 12:11:00,15750
537769,2010-12-08 12:17:00,15021
537770,2010-12-08 12:24:00,15529
537771,2010-12-08 12:29:00,15498
537772,2010-12-08 12:35:00,18043
537773,2010-12-08 12:36:00,16016
537774,2010-12-08 12:40:00,14060
537775,2010-12-08 12:41:00,17722
537780,2010-12-08 12:45:00,17324
537781,2010-12-08 12:46:00,17341
537789,2010-12-08 12:49:00,14051
C537788,2010-12-08 12:49:00,15916
537791,2010-12-08 12:51:00,16233
537792,2010-12-08 12:56:00,16385
537793,2010-12-08 12:57:00,15032
537794,2010-12-08 13:01:00,16713
537795,2010-12-08 13:03:00,17213
537796,2010-12-08 13:03:00,18061
537799,2010-12-08 13:07:00,15916
C537797,2010-12-08 13:07:00,13113
C537798,2010-12-08 13:07:00,16553
537800,2010-12-08 13:08:00,12748
537801,2010-12-08 13:08:00,15221
537802,2010-12-08 13:11:00,13455
537803,2010-12-08 13:14:00,15916
537804,2010-12-08 13:17:00,12748
C537805,2010-12-08 13:18:00,15311
537806,2010-12-08 13:21:00,13113
537808,2010-12-08 13:23:00,15311
C537807,2010-12-08 13:23:00,13495
537809,2010-12-08 13:28:00,14217
537810,2010-12-08 13:30:00,15032
537811,2010-12-08 13:30:00,17262
C537812,2010-12-08 13:33:00,14299
537813,2010-12-08 13:38:00,18259
C537814,2010-12-08 13:43:00,12712
537815,2010-12-08 13:49:00,17676
537816,2010-12-08 13:51:00,16679
537817,2010-12-08 13:53:00,18269
537818,2010-12-08 13:53:00,12766
537819,2010-12-08 13:55:00,15298
C537820,2010-12-08 14:10:00,16016
C537821,2010-12-08 14:20:00,18193
537822,2010-12-08 14:22:00,13523
537823,2010-12-08 14:25:00,-1
C537824,2010-12-08 14:27:00,12870
537825,2010-12-08 14:36:00,15005
537826,2010-12-08 14:38:00,15581
537827,2010-12-08 14:43:00,15332
537828,2010-12-08 14:43:00,15680
537829,2010-12-08 14:46:00,15498
537830,2010-12-08 14:46:00,13649
537831,2010-12-08 14:50:00,17894
C537832,2010-12-08 14:52:00,16858
537833,2010-12-08 14:53:00,13270
C537834,2010-12-08 14:54:00,13267
C537835,2010-12-08 14:57:00,14618
537836,2010-12-08 14:58:00,14866
537837,2010-12-08 14:59:00,13077
C537838,2010-12-08 15:01:00,13115
537839,2010-12-08 15:02:00,-1
537840,2010-12-08 15:03:00,13531
537841,2010-12-08 15:10:00,13848
537842,2010-12-08 15:12:00,13140
537843,2010-12-08 15:16:00,15713
537844,2010-12-08 15:17:00,17999
537845,2010-12-08 15:23:00,17690
537846,2010-12-08 15:25:00,15347
537847,2010-12-08 15:33:00,14766
537848,2010-12-08 15:35:00,13777
537849,2010-12-08 15:35:00,13777
537850,2010-12-08 15:38:00,16722
537851,2010-12-08 15:39:00,13758
537852,2010-12-08 15:56:00,17340
C537853,2010-12-08 15:57:00,13370
537854,2010-12-08 15:58:00,13984
537855,2010-12-08 15:59:00,15996
C537856,2010-12-08 15:59:00,14388
C537857,2010-12-08 16:00:00,17340
537858,2010-12-08 16:06:00,-1
537859,2010-12-08 16:11:00,14030
C537860,2010-12-08 16:15:00,16252
537861,2010-12-08 16:18:00,16596
537862,2010-12-08 16:21:00,12971
537863,2010-12-08 16:29:00,14030
537864,2010-12-08 16:34:00,16700
537865,2010-12-08 16:34:00,16011
537866,2010-12-08 16:45:00,17655
537867,2010-12-08 16:48:00,16717
537868,2010-12-08 16:49:00,12433
537870,2010-12-08 17:08:00,-1
537871,2010-12-08 17:20:00,12748
537872,2010-12-08 18:07:00,-1
537873,2010-12-08 18:07:00,-1
537874,2010-12-08 18:07:00,-1
537875,2010-12-08 18:08:00,-1
537876,2010-12-08 18:08:00,-1
537877,2010-12-08 18:08:00,-1
537878,2010-12-08 18:09:00,-1
537879,2010-12-09 08:34:00,14243
537880,2010-12-09 09:14:00,12963
537881,2010-12-09 09:23:00,15513
537882,2010-12-09 09:25:00,15079
537883,2010-12-09 09:27:00,14437
537884,2010-12-09 09:30:00,15694
537885,2010-12-09 09:34:00,12942
537886,2010-12-09 09:49:00,15660
537887,2010-12-09 10:00:00,18092
537888,2010-12-09 10:04:00,15358
537889,2010-12-09 10:04:00,13319
537890,2010-12-09 10:04:00,15358
537891,2010-12-09 10:05:00,13319
537892,2010-12-09 10:13:00,12481
C537893,2010-12-09 10:14:00,12721
537894,2010-12-09 10:16:00,12621
537895,2010-12-09 10:30:00,14299
537896,2010-12-09 10:33:00,18071
537897,2010-12-09 10:37:00,12683
537898,2010-12-09 10:42:00,17377
537899,2010-12-09 10:44:00,12755
537900,2010-12-09 10:45:00,15983
537901,2010-12-09 10:48:00,13854
537915,2010-12-09 10:55:00,12797
537955,2010-12-09 11:28:00,16782
537963,2010-12-09 11:30:00,13369
537967,2010-12-09 11:31:00,12494
537981,2010-12-09 11:35:00,17857
537995,2010-12-09 11:39:00,12712
C537998,2010-12-09 11:42:00,17411
537999,2010-12-09 11:44:00,-1
538000,2010-12-09 11:44:00,12748
538001,2010-12-09 11:45:00,-1
538002,2010-12-09 11:48:00,14932
538003,2010-12-09 12:05:00,12429
538004,2010-12-09 12:11:00,-1
538005,2010-12-09 12:12:00,13090
538006,2010-12-09 12:13:00,14987
538007,2010-12-09 12:16:00,14355
538008,2010-12-09 12:17:00,12683
538009,2010-12-09 12:17:00,14911
538010,2010-12-09 12:20:00,17526
538011,2010-12-09 12:24:00,14896
538012,2010-12-09 12:32:00,14527
538013,2010-12-09 12:37:00,17062
538014,2010-12-09 12:49:00,14440
538015,2010-12-09 12:49:00,13240
538032,2010-12-09 12:59:00,14479
538035,2010-12-09 13:03:00,16065
538036,2010-12-09 13:04:00,-1
538037,2010-12-09 13:05:00,17430
538038,2010-12-09 13:07:00,-1
538039,2010-12-09 13:07:00,-1
538040,2010-12-09 13:08:00,16520
538041,2010-12-09 13:09:00,-1
538042,2010-12-09 13:10:00,-1
538043,2010-12-09 13:10:00,-1
538044,2010-12-09 13:11:00,-1
538045,2010-12-09 13:11:00,-1
538046,2010-12-09 13:12:00,-1
538047,2010-12-09 13:13:00,-1
538048,2010-12-09 13:14:00,15945
538049,2010-12-09 13:21:00,12748
538050,2010-12-09 13:22:00,12748
538051,2010-12-09 13:24:00,18041
C538052,2010-12-09 13:28:00,15181
538053,2010-12-09 13:34:00,15856
538054,2010-12-09 13:34:00,-1
538055,2010-12-09 13:34:00,-1
538056,2010-12-09 13:34:00,17198
538057,2010-12-09 13:38:00,13102
538058,2010-12-09 13:38:00,-1
C538059,2010-12-09 13:38:00,14205
538060,2010-12-09 13:39:00,-1
538061,2010-12-09 13:39:00,-1
C538062,2010-12-09 13:40:00,17702
538063,2010-12-09 13:44:00,18102
538064,2010-12-09 13:47:00,15271
538065,2010-12-09 13:57:00,13982
C538066,2010-12-09 13:58:00,15738
538067,2010-12-09 13:59:00,15288
538068,2010-12-09 14:05:00,17978
538069,2010-12-09 14:08:00,16795
538070,2010-12-09 14:08:00,16519
538071,2010-12-09 14:09:00,-1
538072,2010-12-09 14:10:00,-1
538073,2010-12-09 14:10:00,17816
538074,2010-12-09 14:11:00,-1
C538075,2010-12-09 14:12:00,13021
538076,2010-12-09 14:15:00,15311
538077,2010-12-09 14:19:00,14667
538078,2010-12-09 14:25:00,16255
538079,2010-12-09 14:27:00,17671
538080,2010-12-09 14:28:00,17646
C538081,2010-12-09 14:29:00,16898
C538082,2010-12-09 14:30:00,13777
C538083,2010-12-09 14:40:00,15750
C538084,2010-12-09 14:42:00,12649
C538085,2010-12-09 14:43:00,16350
538086,2010-12-09 14:44:00,12872
538087,2010-12-09 14:44:00,17339
C538088,2010-12-09 14:45:00,14766
C538089,2010-12-09 14:47:00,18230
538090,2010-12-09 14:48:00,-1
C538091,2010-12-09 14:48:00,16499
538092,2010-12-09 14:49:00,-1
538093,2010-12-09 14:49:00,12682
538094,2010-12-09 14:50:00,13117
538095,2010-12-09 14:55:00,17097
538096,2010-12-09 14:55:00,-1
538097,2010-12-09 14:56:00,15192
C538098,2010-12-09 14:57:00,14441
C538099,2010-12-09 14:58:00,15279
C538100,2010-12-09 15:00:00,16579
538101,2010-12-09 15:01:00,15380
C538102,2010-12-09 15:01:00,14047
C538103,2010-12-09 15:13:00,17442
538104,2010-12-09 15:16:00,17950
C538105,2010-12-09 15:18:00,16781
538106,2010-12-09 15:20:00,17950
538107,2010-12-09 15:21:00,12826
538108,2010-12-09 15:23:00,17456
C538109,2010-12-09 15:23:00,16042
C538110,2010-12-09 15:24:00,17307
C538111,2010-12-09 15:24:00,17950
C538112,2010-12-09 15:28:00,14898
538113,2010-12-09 15:29:00,15811
C538114,2010-12-09 15:29:00,14217
C538115,2010-12-09 15:30:00,16817
538116,2010-12-09 15:32:00,13327
538117,2010-12-09 15:33:00,13327
C538118,2010-12-09 15:33:00,17700
C538119,2010-12-09 15:34:00,13136
538120,2010-12-09 15:35:00,17017
C538121,2010-12-09 15:36:00,15535
C538122,2010-12-09 15:38:00,14696
C538123,2010-12-09 15:41:00,12605
C538124,2010-12-09 15:43:00,15329
538125,2010-12-09 15:46:00,18225
538126,2010-12-09 15:50:00,17838
538127,2010-12-09 15:53:00,-1
538128,2010-12-09 15:54:00,-1
538129,2010-12-09 15:55:00,-1
538130,2010-12-09 15:55:00,-1
538131,2010-12-09 15:56:00,-1
538132,2010-12-09 15:56:00,-1
538133,2010-12-09 15:56:00,-1
538134,2010-12-09 15:56:00,-1
538135,2010-12-09 15:56:00,-1
538136,2010-12-09 15:57:00,-1
538137,2010-12-09 15:57:00,-1
538138,2010-12-09 15:57:00,-1
538139,2010-12-09 15:57:00,-1
538140,2010-12-09 15:57:00,-1
538141,2010-12-09 15:58:00,-1
538142,2010-12-09 15:58:00,-1
538143,2010-12-09 15:58:00,-1
538144,2010-12-09 15:58:00,-1
538145,2010-12-09 16:08:00,15211
538146,2010-12-09 16:10:00,15596
538147,2010-12-09 16:11:00,13090
538148,2010-12-09 16:26:00,-1
538149,2010-12-09 16:27:00,-1
538151,2010-12-09 16:28:00,16163
538153,2010-12-09 16:31:00,-1
538154,2010-12-09 16:35:00,-1
538155,2010-12-09 16:52:00,16907
538156,2010-12-09 16:53:00,15555
538157,2010-12-09 16:57:00,17576
538158,2010-12-09 17:17:00,-1
538159,2010-12-09 17:17:00,-1
538160,2010-12-09 17:18:00,-1
538161,2010-12-09 17:25:00,-1
538162,2010-12-09 17:25:00,-1
538163,2010-12-09 17:27:00,17841
C538164,2010-12-09 17:32:00,14031
538165,2010-12-09 17:34:00,14031
538166,2010-12-09 18:09:00,17965
538167,2010-12-09 18:58:00,14713
538168,2010-12-09 19:23:00,14702
538169,2010-12-09 19:28:00,13230
538170,2010-12-09 19:32:00,13969
538171,2010-12-09 20:01:00,17530
538172,2010-12-10 09:33:00,15805
538173,2010-12-10 09:35:00,-1
538174,2010-12-10 09:35:00,12471
538175,2010-12-10 09:48:00,12471
538176,2010-12-10 09:48:00,17675
538177,2010-12-10 09:51:00,-1
538178,2010-12-10 09:51:00,17696
538179,2010-12-10 09:52:00,17696
538180,2010-12-10 09:53:00,13418
538181,2010-12-10 10:08:00,17076
538182,2010-12-10 10:18:00,17827
538183,2010-12-10 10:21:00,16265
538184,2010-12-10 10:21:00,17880
538185,2010-12-10 10:22:00,16265
538186,2010-12-10 10:26:00,13000
538187,2010-12-10 10:27:00,16499
538188,2010-12-10 10:29:00,-1
C538189,2010-12-10 10:35:00,-1
538190,2010-12-10 10:47:00,17790
538191,2010-12-10 10:49:00,15061
538192,2010-12-10 10:50:00,15061
538193,2010-12-10 10:51:00,15061
538194,2010-12-10 10:52:00,17790
538195,2010-12-10 10:52:00,15061
538196,2010-12-10 10:56:00,12731
538197,2010-12-10 10:56:00,14419
538198,2010-12-10 11:01:00,17827
538199,2010-12-10 11:02:00,14082
538200,2010-12-10 11:11:00,17912
538201,2010-12-10 11:12:00,15723
538202,2010-12-10 11:19:00,14667
538203,2010-12-10 11:21:00,13767
538204,2010-12-10 11:23:00,16656
538205,2010-12-10 11:24:00,12748
538206,2010-12-10 11:31:00,17827
538207,2010-12-10 11:33:00,12748
538208,2010-12-10 11:39:00,14037
538209,2010-12-10 11:42:00,12748
538210,2010-12-10 11:44:00,14256
538211,2010-12-10 11:47:00,17690
538216,2010-12-10 11:51:00,14543
538240,2010-12-10 12:00:00,16062
538241,2010-12-10 12:00:00,-1
538247,2010-12-10 12:09:00,-1
538248,2010-12-10 12:14:00,18116
538249,2010-12-10 12:19:00,-1
538250,2010-12-10 12:20:00,18118
538252,2010-12-10 12:29:00,16019
538255,2010-12-10 12:33:00,14911
538260,2010-12-10 12:42:00,18178
538263,2010-12-10 12:44:00,18065
538268,2010-12-10 12:45:00,18065
538279,2010-12-10 12:48:00,14952
538280,2010-12-10 12:50:00,12748
538283,2010-12-10 12:56:00,12748
538288,2010-12-10 12:58:00,12748
538296,2010-12-10 13:06:00,13148
538306,2010-12-10 13:24:00,12989
538307,2010-12-10 13:27:00,14667
538308,2010-12-10 13:29:00,14107
538309,2010-12-10 13:32:00,15881
538310,2010-12-10 13:44:00,15529
538311,2010-12-10 13:48:00,12785
538312,2010-12-10 13:48:00,16727
538313,2010-12-10 13:50:00,15514
C538314,2010-12-10 13:52:00,15514
538327,2010-12-10 13:58:00,15514
C538341,2010-12-10 14:03:00,15514
538342,2010-12-10 14:04:00,15514
538343,2010-12-10 14:29:00,13448
C538344,2010-12-10 14:32:00,13448
538345,2010-12-10 14:45:00,13787
538346,2010-12-10 14:53:00,17865
538347,2010-12-10 14:54:00,17220
538348,2010-12-10 14:59:00,-1
538349,2010-12-10 14:59:00,-1
C538350,2010-12-10 15:01:00,13798
538351,2010-12-10 15:17:00,-1
538352,2010-12-10 15:21:00,16565
538353,2010-12-10 15:31:00,13798
538354,2010-12-10 15:45:00,16873
538355,2010-12-10 15:49:00,17912
538356,2010-12-10 15:56:00,14062
C538357,2010-12-10 16:01:00,13798
538358,2010-12-10 16:09:00,-1
538359,2010-12-10 16:29:00,-1
538360,2010-12-10 16:29:00,-1
538361,2010-12-10 16:36:00,17757
C538362,2010-12-10 17:05:00,15179
538363,2010-12-10 17:14:00,18016
538364,2010-12-10 17:26:00,14448
538365,2010-12-12 10:11:00,17243
538366,2010-12-12 10:47:00,18109
538367,2010-12-12 10:48:00,14800
538368,2010-12-12 10:57:00,15503
538369,2010-12-12 11:06:00,17251
538370,2010-12-12 11:06:00,16923
538371,2010-12-12 11:07:00,15570
C538372,2010-12-12 11:12:00,16923
C538373,2010-12-12 11:13:00,16779
538374,2010-12-12 11:17:00,14159
C538375,2010-12-12 11:19:00,17126
C538376,2010-12-12 11:21:00,16393
C538377,2010-12-12 11:23:00,15224
538378,2010-12-12 11:26:00,14577
538379,2010-12-12 11:26:00,17126
538382,2010-12-12 11:37:00,17218
538397,2010-12-12 11:44:00,12753
538403,2010-12-12 11:46:00,17211
538409,2010-12-12 11:49:00,17236
538417,2010-12-12 11:54:00,16393
538418,2010-12-12 12:00:00,17372
538419,2010-12-12 12:01:00,16367
538420,2010-12-12 12:03:00,12875
538421,2010-12-12 12:08:00,17917
538437,2010-12-12 12:18:00,16010
538449,2010-12-12 12:24:00,17085
538453,2010-12-12 12:26:00,16779
C538463,2010-12-12 12:31:00,17085
538470,2010-12-12 12:34:00,15224
538473,2010-12-12 12:35:00,13668
538488,2010-12-12 12:41:00,13715
538497,2010-12-12 12:44:00,14684
538499,2010-12-12 12:46:00,17819
538501,2010-12-12 12:51:00,13715
C538500,2010-12-12 12:51:00,13715
538503,2010-12-12 12:56:00,17188
538504,2010-12-12 13:01:00,16011
538507,2010-12-12 13:26:00,15547
538508,2010-12-12 13:32:00,15998
538509,2010-12-12 13:37:00,14413
538510,2010-12-12 13:47:00,18004
538511,2010-12-12 13:56:00,13959
538512,2010-12-12 14:03:00,16665
538513,2010-12-12 14:21:00,15454
538514,2010-12-12 14:27:00,15044
538515,2010-12-12 14:43:00,17937
538516,2010-12-12 14:49:00,14608
538517,2010-12-12 16:05:00,17618
538518,2010-12-12 16:14:00,14505
538519,2010-12-12 16:20:00,18037
538520,2010-12-12 16:21:00,-1
538521,2010-12-13 09:02:00,14180
538522,2010-12-13 09:09:00,16210
538523,2010-12-13 09:29:00,13198
538524,2010-12-13 09:35:00,-1
538525,2010-12-13 09:39:00,12540
538526,2010-12-13 09:49:00,13225
538527,2010-12-13 09:52:00,15361
538528,2010-12-13 09:57:00,15689
538529,2010-12-13 10:24:00,14290
C538530,2010-12-13 10:26:00,14796
538532,2010-12-13 10:31:00,13209
538533,2010-12-13 10:31:00,14796
C538531,2010-12-13 10:31:00,13715
538534,2010-12-13 10:36:00,15881
538535,2010-12-13 10:39:00,17790
C538536,2010-12-13 10:40:00,15881
538537,2010-12-13 10:41:00,12747
538541,2010-12-13 10:46:00,17428
538557,2010-12-13 10:52:00,17790
538558,2010-12-13 10:58:00,13069
538565,2010-12-13 11:11:00,13069
538566,2010-12-13 11:21:00,-1
538567,2010-12-13 11:23:00,13999
538576,2010-12-13 11:29:00,14498
538591,2010-12-13 11:44:00,14741
538592,2010-12-13 11:47:00,15854
538593,2010-12-13 11:51:00,16701
538594,2010-12-13 11:57:00,16927
C538595,2010-12-13 12:03:00,15555
538596,2010-12-13 12:10:00,17990
538597,2010-12-13 12:26:00,15555
538625,2010-12-13 12:50:00,14544
538626,2010-12-13 12:57:00,17338
538627,2010-12-13 12:59:00,-1
C538628,2010-12-13 13:09:00,17231
538629,2010-12-13 13:10:00,17799
538630,2010-12-13 13:25:00,14565
538631,2010-12-13 13:27:00,13408
538633,2010-12-13 13:28:00,16726
538634,2010-12-13 13:28:00,14085
C538632,2010-12-13 13:28:00,14085
538635,2010-12-13 13:32:00,17303
538636,2010-12-13 13:50:00,14639
538637,2010-12-13 13:52:00,17611
538638,2010-12-13 14:16:00,17231
538639,2010-12-13 14:24:00,17179
538640,2010-12-13 14:32:00,17524
538641,2010-12-13 14:36:00,15640
C538642,2010-12-13 14:37:00,12476
C538643,2010-12-13 14:38:00,12476
538644,2010-12-13 14:39:00,12476
538645,2010-12-13 14:52:00,13269
538646,2010-12-13 14:55:00,17293
538648,2010-12-13 14:56:00,17937
C538647,2010-12-13 14:56:00,15808
538649,2010-12-13 15:03:00,-1
C538650,2010-12-13 15:05:00,15311
538651,2010-12-13 15:07:00,15311
538652,2010-12-13 15:12:00,17890
538653,2010-12-13 15:12:00,13089
538654,2010-12-13 15:13:00,13089
538655,2010-12-13 15:16:00,17375
538656,2010-12-13 15:20:00,17371
538657,2010-12-13 15:26:00,15867
538658,2010-12-13 15:34:00,17969
538659,2010-12-13 15:36:00,14625
538660,2010-12-13 15:37:00,15808
538661,2010-12-13 15:42:00,15194
538662,2010-12-13 15:44:00,15159
538663,2010-12-13 15:45:00,15159
538664,2010-12-13 15:46:00,14733
538665,2010-12-13 15:56:00,17576
538666,2010-12-13 15:57:00,-1
538667,2010-12-13 16:01:00,12748
538668,2010-12-13 16:17:00,13211
538669,2010-12-13 16:18:00,12748
C538670,2010-12-13 16:19:00,13448
538671,2010-12-13 16:38:00,15777
538678,2010-12-13 16:46:00,-1
538679,2010-12-13 17:03:00,16455
C538680,2010-12-13 17:10:00,-1
C538681,2010-12-13 17:12:00,-1
C538682,2010-12-13 17:14:00,-1
538683,2010-12-13 17:40:00,14525
C538684,2010-12-14 09:26:00,16161
538685,2010-12-14 09:39:00,15694
C538686,2010-12-14 09:49:00,-1
538687,2010-12-14 09:50:00,13324
538688,2010-12-14 09:50:00,14829
538689,2010-12-14 09:52:00,13050
C538690,2010-12-14 09:54:00,13802
C538691,2010-12-14 09:56:00,14176
C538692,2010-12-14 09:58:00,13599
C538693,2010-12-14 09:59:00,16558
C538694,2010-12-14 10:00:00,16143
C538695,2010-12-14 10:01:00,14032
C538696,2010-12-14 10:02:00,13050
538697,2010-12-14 10:18:00,13948
C538698,2010-12-14 10:21:00,13329
C538699,2010-12-14 10:23:00,16422
C538700,2010-12-14 10:25:00,16499
C538701,2010-12-14 10:25:00,16863
C538702,2010-12-14 10:28:00,13008
C538703,2010-12-14 10:29:00,17519
C538704,2010-12-14 10:31:00,14206
C538705,2010-12-14 10:33:00,15093
538706,2010-12-14 10:34:00,14667
538707,2010-12-14 10:38:00,17894
538708,2010-12-14 10:43:00,16202
538709,2010-12-14 10:46:00,16442
538710,2010-12-14 10:48:00,18075
C538711,2010-12-14 10:50:00,15468
C538712,2010-12-14 10:51:00,17677
C538713,2010-12-14 10:53:00,16570
538714,2010-12-14 11:01:00,14524
538715,2010-12-14 11:03:00,14907
538716,2010-12-14 11:04:00,14907
C538717,2010-12-14 11:09:00,18141
538719,2010-12-14 11:10:00,15602
C538718,2010-12-14 11:10:00,15602
538721,2010-12-14 11:11:00,17526
C538720,2010-12-14 11:11:00,17526
538722,2010-12-14 11:12:00,17975
538724,2010-12-14 11:12:00,-1
C538723,2010-12-14 11:12:00,12434
C538725,2010-12-14 11:16:00,16955
C538726,2010-12-14 11:18:00,13078
C538734,2010-12-14 11:24:00,16810
538744,2010-12-14 11:26:00,15356
C538742,2010-12-14 11:26:00,13599
C538745,2010-12-14 11:27:00,16722
C538749,2010-12-14 11:28:00,15713
538753,2010-12-14 11:29:00,14901
C538755,2010-12-14 11:30:00,16782
C538763,2010-12-14 11:33:00,17722
C538768,2010-12-14 11:34:00,14829
C538771,2010-12-14 11:35:00,13078
538778,2010-12-14 11:37:00,-1
538783,2010-12-14 11:38:00,14961
538785,2010-12-14 11:39:00,14961
C538794,2010-12-14 11:41:00,14907
538795,2010-12-14 11:42:00,13267
538796,2010-12-14 11:43:00,17041
538797,2010-12-14 11:44:00,17685
C538798,2010-12-14 11:45:00,17041
